Date,mom1m_XLB,mom1m_XLE,mom1m_XLF,mom1m_XLI,mom1m_XLK,mom1m_XLP,mom1m_XLU,mom1m_XLV,mom1m_XLY,mom3m_XLB,mom3m_XLE,mom3m_XLF,mom3m_XLI,mom3m_XLK,mom3m_XLP,mom3m_XLU,mom3m_XLV,mom3m_XLY,mom6m_XLB,mom6m_XLE,mom6m_XLF,mom6m_XLI,mom6m_XLK,mom6m_XLP,mom6m_XLU,mom6m_XLV,mom6m_XLY,mom12m_XLB,mom12m_XLE,mom12m_XLF,mom12m_XLI,mom12m_XLK,mom12m_XLP,mom12m_XLU,mom12m_XLV,mom12m_XLY,vol1m_XLB,vol1m_XLE,vol1m_XLF,vol1m_XLI,vol1m_XLK,vol1m_XLP,vol1m_XLU,vol1m_XLV,vol1m_XLY,vol3m_XLB,vol3m_XLE,vol3m_XLF,vol3m_XLI,vol3m_XLK,vol3m_XLP,vol3m_XLU,vol3m_XLV,vol3m_XLY,ma_ratio_XLB,ma_ratio_XLE,ma_ratio_XLF,ma_ratio_XLI,ma_ratio_XLK,ma_ratio_XLP,ma_ratio_XLU,ma_ratio_XLV,ma_ratio_XLY,rs6m_XLB,rs6m_XLE,rs6m_XLF,rs6m_XLI,rs6m_XLK,rs6m_XLP,rs6m_XLU,rs6m_XLV,rs6m_XLY
2015-12-31,-0.04173448467286278,-0.1161916233571334,-0.02453440157185749,-0.023196110456569552,-0.0155992539034977,0.03202438913588823,0.024149406160418607,0.00937457675478326,-0.02859204796169945,0.03977680349868762,-0.07883964435386581,0.04490127861614135,0.036346614073095695,0.06822126090057634,0.05705089255254081,0.006656311380102142,0.06598353123763978,0.029566289779094035,-0.0852687177373358,-0.1809891499700459,-0.012205311860925439,-0.003974070474323521,0.05067156592278277,0.07469270339431877,0.05658687266734708,-0.02121257923679465,0.0307690169971222,-0.080267649109523,-0.22213138553499623,-0.007807545300971053,-0.035000692334633876,0.07178724419939186,0.08392456434306994,-0.043423008359318005,0.07402553512927668,0.11819612790307832,0.01581631302067449,0.02069871229153909,0.014806520810348759,0.01133812752414715,0.012274278620916165,0.010677022077339022,0.01087979449702365,0.01180498819443613,0.011539222188082308,0.011812510658590951,0.01729188989396918,0.011395608440456392,0.009334859609922662,0.010185184596081517,0.00893473260215637,0.010125153750814832,0.011592208657374745,0.009692483647736796,0.9672422346970504,0.9288210325319631,1.003876762810261,1.0019433664297839,1.0349341818058229,1.0248229409312501,1.0039901395770892,0.9843358328527685,1.0357828037854824,4.737029337679054,6.51983047165011,-0.41495019424279056,0.4873933882441293,-1.23550513090912,-1.3989305670753627,1.076794905576463,2.410091889381594,-3.588023310269925
2016-01-04,-0.03708354845381978,-0.08388977179697654,-0.02284800795767572,-0.02035561563205457,-0.023255595292388853,0.025648283521645387,0.03619513090262205,0.008858229357703307,-0.029872097739859105,0.017568998822974802,-0.09478941463174684,0.03941544099395644,0.029770928937213448,0.05193384757842345,0.05238767446154613,0.002692718935604299,0.08188947222912302,0.026865787582778244,-0.08566517600011059,-0.16634466405895232,-0.018069285341472674,-0.0074052230947625475,0.040154015855775604,0.06357830468535286,0.04104528698794874,-0.029577504261990017,0.022441658351074034,-0.06440007595853137,-0.18491557364833888,0.0033982736651887446,-0.019137281929844208,0.07311818223448596,0.07941498180417295,-0.041986661587532614,0.06987628283897429,0.12859250334993666,0.015669383110568685,0.01995169197141228,0.014747302538261118,0.011234733792671597,0.012577753636357875,0.010963107313991737,0.0098256507900211,0.01182579798389078,0.011586399550143794,0.011762629492856523,0.017034707832337775,0.011458469542123338,0.009389018880606462,0.010372308364574017,0.009016648272587191,0.010183352600766304,0.01121360051504482,0.009734346683991065,0.9677747625271408,0.9277782019424938,1.0042167209653996,1.0023808079696288,1.0352934424622042,1.0249436935665657,1.003469723043676,0.9853550450460675,1.0355635537188952,5.353582274189363,10.841992889655561,0.6842774832565862,0.4790848089432718,-2.614835679725199,-4.439201142737929,-3.805143593195657,1.4184217022098904,-1.7693982769974217
2016-01-05,-0.04374438700872041,-0.0654861793044863,-0.025831091005537377,-0.021251439946036732,-0.023395147152346807,0.017984845811749972,0.04194139700306354,0.012828709831514518,-0.031905718902417,-0.011474292003920805,-0.10638573072771385,0.011459651918866776,0.0028115979604181884,0.03338148248326589,0.029674117640068776,0.004061677789405804,0.045630159800841286,0.005838242128288096,-0.0969818534151149,-0.1741443724097529,-0.03898211414501762,-0.028611408415272765,0.025074640096355738,0.028932307359134768,0.013775395867109852,-0.05165516885436405,-0.0037505907024260043,-0.07082118825970118,-0.17303758082216325,-0.0006984638524304421,-0.02020234260775655,0.07201241810866388,0.0670662853392956,-0.04459009202502795,0.054118170316835634,0.12040577294491817,0.015904602098760323,0.019612025824445857,0.014924948576081282,0.011285181014099187,0.01258477434743206,0.011317677150868191,0.009623298155970045,0.011467867961270951,0.011722616303445324,0.011817435096189143,0.016934008579885827,0.01170573094061153,0.009410208595567491,0.010515082100822942,0.009118250262312874,0.010176858653551791,0.01132181160647635,0.009988218452512803,0.9681631735419567,0.9268877755596229,1.0043631318992075,1.0025806375128552,1.0355919466335817,1.0248409600301716,1.0029117827131977,0.9863029875941219,1.0351695200678583,5.353582274189363,10.841992889655561,0.6842774832565862,0.4790848089432718,-2.614835679725199,-4.439201142737929,-3.805143593195657,1.4184217022098904,-1.7693982769974217
2016-01-06,-0.06067102611470321,-0.05597727306375577,-0.04733695316024622,-0.033020642296003544,-0.049321064176337526,0.001973912648912446,0.03484055528234875,-0.005697272031851219,-0.05149754125665851,-0.025581778583981585,-0.119782914038146,0.009276783120217624,-0.008300898492607733,0.025950527769301956,0.02410463507956684,-0.0011436247608502814,0.04757143735093683,-0.007634089866434879,-0.07719653272323013,-0.15389426667897876,-0.018111261824754865,-0.008162842540930138,0.039385058460124966,0.04726392893501141,0.02648499934145554,-0.03045833828042166,0.014266912604021353,-0.08161402958959518,-0.17164730802049677,-0.007261076978197667,-0.02491362832442845,0.060244455195292756,0.055860113256678945,-0.04708157947213787,0.03485329270955018,0.10152844869034072,0.015228477874505101,0.0196582064220679,0.013502653977918019,0.01069508149696389,0.011034912077559895,0.01022460015301862,0.009288445213722738,0.010200460574188648,0.01064673921046225,0.011670985514845017,0.016729189032389912,0.01169095513440113,0.00924075286358885,0.010509624661796687,0.009029577999179951,0.010091478988208323,0.01133031901710808,0.009862157185437818,0.9680629265383682,0.9257750274855767,1.0043190997813367,1.0023003512075859,1.035438484817523,1.0244935518165008,1.0022671378751482,0.9874720504589326,1.0345458778102312,5.353582274189363,10.841992889655561,0.6842774832565862,0.4790848089432718,-2.614835679725199,-4.439201142737929,-3.805143593195657,1.4184217022098904,-1.7693982769974217
2016-01-07,-0.06863036264627265,-0.056439861276130654,-0.053167623596595215,-0.043221902188675276,-0.05638933022283199,-0.0041854781270801444,0.02833749348480863,-0.008284719701254772,-0.056821852141749174,-0.05069914486638594,-0.1481407104012722,0.0002038511562869605,-0.02691136694167695,0.008899523314854108,0.01836426963112281,0.001801239497411844,0.034316408862700376,-0.01847279498900345,-0.10406497378268564,-0.19058192827739706,-0.04072235568216709,-0.025851127846660105,0.030591635570742515,0.04285638019039206,0.036104064888366594,-0.04354918506235439,0.00015368000220616906,-0.1264643295480985,-0.22102084626661278,-0.03688752416726959,-0.058825578667709544,0.024644777188425726,0.036554257131606205,-0.05541726954536752,0.009166264009556002,0.07463895304447976,0.015760862793191593,0.019703025767562943,0.013732947909734708,0.011116172057340308,0.011244027971285932,0.010234132729213058,0.009298440467770099,0.010287759540648604,0.010763684555774616,0.012138881662785947,0.01737302313390962,0.011832868677547114,0.009438174424009424,0.010625555622573817,0.009039799918186757,0.01007489903497097,0.01137846473211007,0.009939611185726786,0.9674316681106329,0.9241742472325475,1.0038057628391033,1.0016748715680226,1.03453610249824,1.0241351559278131,1.0019692740277213,0.988105468510767,1.0336681372847292,5.353582274189363,10.841992889655561,0.6842774832565862,0.4790848089432718,-2.614835679725199,-4.439201142737929,-3.805143593195657,1.4184217022098904,-1.7693982769974217
2016-01-08,-0.07648512966626841,-0.06989778589931495,-0.06804247382840956,-0.054006460507866505,-0.08198541542084459,-0.013599984501553086,0.02290802893384125,-0.030576535431361074,-0.07343994507157714,-0.06846717608094166,-0.15805584858416122,-0.028776378008360082,-0.05347496658494055,-0.022081506571098197,0.003506424847086631,-0.013674168607823112,0.010675763037273356,-0.04318347082842988,-0.14046078286097552,-0.214628984915755,-0.0786877396727157,-0.06206353554774802,-0.015538133798226439,0.018400729705077445,0.023675003494770364,-0.07539954636132729,-0.03438363536915667,-0.14580284600400062,-0.23395592581626745,-0.051181533300026505,-0.07443350939758187,-0.002488528145454749,0.0324569357779112,-0.05578493830845421,-0.0024351799552849718,0.06489511434584938,0.016287774527821552,0.020234031310486858,0.014728692056265947,0.012079786972593544,0.012728678110811223,0.010562946590302193,0.009456758502708554,0.011181744313330695,0.011466275830178103,0.012570024132823574,0.017551873613317198,0.012379727145907984,0.010047398676211522,0.011296524194127527,0.009173405176165456,0.01004435434992118,0.011690405362151938,0.01025441907411843,0.9665689747488071,0.9226981261892293,1.0029275662057486,1.000683972866704,1.0332620224262727,1.023604585199488,1.0015866148803338,0.9883216025203507,1.0323180636083045,5.353582274189363,10.841992889655561,0.6842774832565862,0.4790848089432718,-2.614835679725199,-4.439201142737929,-3.805143593195657,1.4184217022098904,-1.7693982769974217
2016-01-11,-0.11257450227341426,-0.09377211143263708,-0.07185044601386137,-0.06079845097795977,-0.0756741320491986,-0.011785228255376201,0.02219341861013402,-0.035468351334725035,-0.07154242389923848,-0.07430910120313194,-0.16011758409550514,-0.03646207751308883,-0.05297444699954035,-0.02771806633685958,0.0018478825478080996,-0.011895193623053357,0.008089435505663323,-0.048351756352051245,-0.15834444756253618,-0.2301734034354883,-0.10396047303130573,-0.08175714264666178,-0.03795965623745101,0.0012018178727615236,0.0227244253631409,-0.09700060378092434,-0.058343674986993,-0.15253051162742826,-0.22137179974197718,-0.05816484097230201,-0.07750569621809256,0.001264328123190328,0.027653888122769477,-0.0540266007807606,-0.017876982388785545,0.05912384483553934,0.014225885025356178,0.019946645565229393,0.014873116732929776,0.012194406571694228,0.01252298497208438,0.01048989524881486,0.00946170551448979,0.011436192388877667,0.011391152021287388,0.01261921860750069,0.017572718384165874,0.012499419802549061,0.010038964349291676,0.011336885825208367,0.009194496832413674,0.010040712900509945,0.011741653502955971,0.010319360654500943,0.9655942433284266,0.9213487269834505,1.0018656694252202,0.9996837991934371,1.0318605530040477,1.0229163455849388,1.0012118692738434,0.9878749178108496,1.0308296638103465,5.353582274189363,10.841992889655561,0.6842774832565862,0.4790848089432718,-2.614835679725199,-4.439201142737929,-3.805143593195657,1.4184217022098904,-1.7693982769974217
2016-01-12,-0.12106706082411844,-0.11882144644301162,-0.07136521880221358,-0.06462251739249991,-0.07223354322276132,-0.00370844491914768,0.04481091183976926,-0.05403344583210867,-0.06738960548054584,-0.09726897781272015,-0.1851174552629007,-0.027144879611424422,-0.04206618989447064,-0.019519132749230783,0.02307979690633588,-0.006398132592306038,-0.0020003562847931144,-0.030997533850804726,-0.17723747483612795,-0.2520114241198794,-0.10489785531899665,-0.08371303118717677,-0.0353888413402228,0.00897084656306113,0.029617561491281474,-0.11659687308879763,-0.05212708463013438,-0.15749423540748675,-0.2319314180370069,-0.0537209572259133,-0.07510100313934054,0.008499647724829362,0.03750905508373825,-0.05158783868855765,-0.02527064455418382,0.06746915778720575,0.014439706516279474,0.020098947588020444,0.014881814072186382,0.012091373811976554,0.01265372485027218,0.010718474967909083,0.008541600178143736,0.011434907870880468,0.011579660654807289,0.012721464319012672,0.017670789411999212,0.012460669378816952,0.009955281877199545,0.011369709754411001,0.009142728545217405,0.010065631645055206,0.011842620755185605,0.010303841022942939,0.9641124361400135,0.9193070915115136,1.0003531211505217,0.9985175747191137,1.0302459309276617,1.0224667225097375,1.001094089272561,0.9870838293904226,1.029225282725295,5.353582274189363,10.841992889655561,0.6842774832565862,0.4790848089432718,-2.614835679725199,-4.439201142737929,-3.805143593195657,1.4184217022098904,-1.7693982769974217
2016-01-13,-0.09568786711666111,-0.08240174144642687,-0.043082264769536804,-0.04097157769022097,-0.041236579375152904,0.0128631732184743,0.04370164527545084,-0.027619557343159906,-0.03509725042418843,-0.09835595782311712,-0.19759932572618333,-0.04144696025577066,-0.04478441356771379,-0.020408800099366076,0.019456629453753038,-0.024680736286832428,-0.011305256516882412,-0.032867480985298014,-0.16947580647889493,-0.23682627835605408,-0.10553513044140372,-0.07246146657713504,-0.024145467090612494,0.017136267486615342,0.02058760876572241,-0.10645849610030278,-0.040677783738436,-0.146197780970721,-0.2325105530358258,-0.03265588096620953,-0.06254444404751391,0.0262904097915877,0.04637705799918912,-0.063409208314131,-0.011242825136717816,0.09243672669030212,0.013714488587396545,0.018762290392424337,0.014414719869455705,0.011900945667256503,0.012432101511376881,0.010469356769954611,0.008578019318361902,0.011568761331207182,0.011061545865076643,0.012715412136627618,0.017466982208878632,0.012135196989063074,0.009905509729568085,0.01135239679624528,0.00909722222060055,0.009887154435747331,0.011599965489534743,0.010263507233018773,0.9626066495424401,0.9171504645947914,0.9989649135233235,0.9974930426558614,1.0288619570733297,1.0221230472562297,1.0010622879753006,0.9864189634999875,1.027744935711325,5.353582274189363,10.841992889655561,0.6842774832565862,0.4790848089432718,-2.614835679725199,-4.439201142737929,-3.805143593195657,1.4184217022098904,-1.7693982769974217
2016-01-14,-0.10473615908651701,-0.10914697802974604,-0.06995298075020395,-0.06747864287632543,-0.07420449412005448,-0.0154138943935197,0.03800241964684026,-0.06260894919309545,-0.07239569589883665,-0.11955861985056926,-0.21788183429799413,-0.07192802561547873,-0.06304224973402839,-0.048616533847510524,-0.008668747807404897,-0.026438072957722603,-0.04917132551444625,-0.07038142260910074,-0.1866096402311367,-0.25616468905494105,-0.13735365260762022,-0.09895964421324133,-0.06242184956318009,-0.011633543479073749,0.005201922753577337,-0.1370208700154819,-0.07864623955910299,-0.16430370464247346,-0.24127233455516595,-0.04604317360682286,-0.08078844465589885,0.011626867490508008,0.02555619177238211,-0.0712248869357166,-0.030167271504529802,0.06940756457963526,0.014197164307543173,0.019128727750829872,0.01532458077140366,0.012792826186029059,0.0133815736095964,0.011046078581973538,0.008569850225376782,0.013014886474896412,0.013031391844276534,0.01300897131820237,0.017653387296030037,0.012535827861924403,0.010343117567068636,0.011857811708128201,0.009327572194492885,0.00988461095776741,0.012146556666310843,0.011093009101995985,0.9608371645913206,0.9146736371516683,0.9975746533953511,0.9962252222215945,1.0272859688504588,1.0217799423579665,1.0009921916192037,0.9855052732125406,1.025782559867012,5.353582274189363,10.841992889655561,0.6842774832565862,0.4790848089432718,-2.614835679725199,-4.439201142737929,-3.805143593195657,1.4184217022098904,-1.7693982769974217
